date,protocol,tvl
2021-10-09,truefi,573978813
2021-10-10,centrifuge,1251559
2021-10-10,goldfinch,25842046
2021-10-10,maple-finance,15624975
2021-10-10,truefi,573819548
2021-10-11,centrifuge,1291175
2021-10-11,goldfinch,25867949
2021-10-11,maple-finance,27957592
2021-10-11,truefi,573347434
2021-10-12,centrifuge,1250659
2021-10-12,goldfinch,23597849
2021-10-12,maple-finance,23810758
2021-10-12,truefi,572777838
2021-10-13,centrifuge,1173812
2021-10-13,goldfinch,23627717
2021-10-13,maple-finance,18377198
2021-10-13,truefi,572745496
2021-10-14,centrifuge,1207350
2021-10-14,goldfinch,23910688
2021-10-14,maple-finance,26968685
2021-10-14,truefi,568613684
2021-10-15,centrifuge,800150
2021-10-15,goldfinch,22960795
2021-10-15,maple-finance,22245281
2021-10-15,truefi,568496217
2021-10-16,centrifuge,800150
2021-10-16,goldfinch,22834509
2021-10-16,maple-finance,27966926
2021-10-16,truefi,593587917
2021-10-17,centrifuge,792767
2021-10-17,goldfinch,22890267
2021-10-17,maple-finance,29677893
2021-10-17,truefi,591512285
2021-10-18,centrifuge,862798
2021-10-18,goldfinch,23680488
2021-10-18,maple-finance,39015598
2021-10-18,truefi,591179492
2021-10-19,centrifuge,734692
2021-10-19,goldfinch,23729764
2021-10-19,maple-finance,27554706
2021-10-19,truefi,591398137
2021-10-20,centrifuge,1049795
2021-10-20,goldfinch,24339400
2021-10-20,maple-finance,29695162
2021-10-20,truefi,599973056
2021-10-21,centrifuge,1014193
2021-10-21,goldfinch,24387517
2021-10-21,maple-finance,21544675
2021-10-21,truefi,666817586
2021-10-22,centrifuge,1012692
2021-10-22,goldfinch,19379410
2021-10-22,maple-finance,21542654
2021-10-22,truefi,593282232
2021-10-23,centrifuge,815693
2021-10-23,goldfinch,19575482
2021-10-23,maple-finance,22761200
2021-10-23,truefi,597934118
2021-10-24,centrifuge,804098
2021-10-24,goldfinch,19603661
2021-10-24,maple-finance,22900244
2021-10-24,truefi,611159819
2021-10-25,centrifuge,814363
2021-10-25,goldfinch,19402209
2021-10-25,maple-finance,21878870
2021-10-25,truefi,476987399
2021-10-26,centrifuge,514363
2021-10-26,goldfinch,20047578
2021-10-26,maple-finance,25461886
2021-10-26,truefi,477023536
2021-10-27,centrifuge,518870
2021-10-27,goldfinch,19822845
2021-10-27,maple-finance,25554881
2021-10-27,truefi,450305812
2021-10-28,centrifuge,849878
2021-10-28,goldfinch,20070934
2021-10-28,maple-finance,18771148
2021-10-28,truefi,359456585
2021-10-29,centrifuge,849878
2021-10-29,goldfinch,19589610
2021-10-29,maple-finance,23833288
2021-10-29,truefi,357614422
2021-10-30,centrifuge,849878
2021-10-30,goldfinch,19580261
2021-10-30,maple-finance,23951514
2021-10-30,truefi,357697584
2021-10-31,centrifuge,849448
2021-10-31,goldfinch,19511549
2021-10-31,maple-finance,23903736
2021-10-31,truefi,356645787
2021-11-01,centrifuge,849878
2021-11-01,goldfinch,19521500
2021-11-01,maple-finance,24926113
2021-11-01,truefi,356931305
2021-11-02,centrifuge,817535
2021-11-02,goldfinch,19426749
2021-11-02,maple-finance,25128891
2021-11-02,truefi,351724088
2021-11-03,centrifuge,443139
2021-11-03,goldfinch,19552535
2021-11-03,maple-finance,30369080
2021-11-03,truefi,351604625
2021-11-04,centrifuge,456534
2021-11-04,goldfinch,19241965
2021-11-04,maple-finance,31714703
2021-11-04,truefi,351648768
2021-11-05,centrifuge,456534
2021-11-05,goldfinch,18760190
2021-11-05,maple-finance,29360496
2021-11-05,truefi,351592131
2021-11-06,centrifuge,365412
2021-11-06,goldfinch,18679475
2021-11-06,maple-finance,30839919
2021-11-06,truefi,344918805
2021-11-07,centrifuge,773878
2021-11-07,goldfinch,18946482
2021-11-07,maple-finance,33444183
2021-11-07,truefi,363691647
2021-11-08,centrifuge,873797
2021-11-08,goldfinch,18043739
2021-11-08,maple-finance,34325771
2021-11-08,truefi,358627473
2021-11-09,centrifuge,932031
2021-11-09,goldfinch,18010652
2021-11-09,maple-finance,29780239
2021-11-09,truefi,358701295
2021-11-10,centrifuge,880125
2021-11-10,goldfinch,18094229
2021-11-10,maple-finance,29753755
2021-11-10,truefi,359150021
2021-11-11,centrifuge,885201
2021-11-11,goldfinch,14163208
2021-11-11,maple-finance,28112971
2021-11-11,truefi,350297332
2021-11-12,centrifuge,775560
2021-11-12,goldfinch,13665976
2021-11-12,maple-finance,28306700
2021-11-12,truefi,298219831
2021-11-13,centrifuge,1074617
2021-11-13,goldfinch,13948104
2021-11-13,maple-finance,27880209
2021-11-13,truefi,298226127
2021-11-14,centrifuge,1153183
2021-11-14,goldfinch,14094310
2021-11-14,maple-finance,29909010
2021-11-14,truefi,300964386
2021-11-15,centrifuge,1141766
2021-11-15,goldfinch,13647026
2021-11-15,maple-finance,39612341
2021-11-15,truefi,297550541
2021-11-16,centrifuge,1366690
2021-11-16,goldfinch,13538811
2021-11-16,maple-finance,46530551
2021-11-16,truefi,297951464
2021-11-17,centrifuge,805037
2021-11-17,goldfinch,13584592
2021-11-17,maple-finance,51510683
2021-11-17,truefi,299819862
2021-11-18,centrifuge,632311
2021-11-18,goldfinch,13616469
2021-11-18,maple-finance,51279621
2021-11-18,truefi,295037029
2021-11-19,centrifuge,462890
2021-11-19,goldfinch,13845580
2021-11-19,maple-finance,25939912
2021-11-19,truefi,297317914
2021-11-20,centrifuge,376399
2021-11-20,goldfinch,13863025
2021-11-20,maple-finance,37016872
2021-11-20,truefi,293706687
2021-11-21,centrifuge,372673
2021-11-21,goldfinch,13519283
2021-11-21,maple-finance,38119899
2021-11-21,truefi,259915927
2021-11-22,centrifuge,363232
2021-11-22,goldfinch,13298478
2021-11-22,maple-finance,44901202
2021-11-22,truefi,269102155
2021-11-23,centrifuge,361865
2021-11-23,goldfinch,13063355
2021-11-23,maple-finance,55940311
2021-11-23,truefi,268854418
2021-11-24,centrifuge,431084
2021-11-24,goldfinch,13056811
2021-11-24,maple-finance,46234840
2021-11-24,truefi,268904190
2021-11-25,centrifuge,426465
2021-11-25,goldfinch,13049729
2021-11-25,maple-finance,46169298
2021-11-25,truefi,268380546
2021-11-26,centrifuge,426671
2021-11-26,goldfinch,12985686
2021-11-26,maple-finance,46472057
2021-11-26,truefi,267957346
2021-11-27,centrifuge,410642
2021-11-27,goldfinch,12880393
2021-11-27,maple-finance,46866059
2021-11-27,truefi,312974057
2021-11-28,centrifuge,543137
2021-11-28,goldfinch,12902150
2021-11-28,maple-finance,71153261
2021-11-28,truefi,313296607
2021-11-29,centrifuge,542216
2021-11-29,goldfinch,15009974
2021-11-29,maple-finance,67294113
2021-11-29,truefi,313349183
2021-11-30,centrifuge,531820
2021-11-30,goldfinch,5120839
2021-11-30,maple-finance,51323270
2021-11-30,truefi,304004721
2021-12-01,centrifuge,704931
2021-12-01,goldfinch,5027944
2021-12-01,maple-finance,44106771
2021-12-01,swarm-markets,1214761
2021-12-01,truefi,304545648
2021-12-02,centrifuge,545632
2021-12-02,goldfinch,4998127
2021-12-02,maple-finance,85903086
2021-12-02,swarm-markets,1176021
2021-12-02,truefi,304268575
2021-12-03,centrifuge,1583339
2021-12-03,goldfinch,4971234
2021-12-03,maple-finance,82064734
2021-12-03,swarm-markets,1099777
2021-12-03,truefi,304387050
2021-12-04,centrifuge,2733115
2021-12-04,goldfinch,4945645
2021-12-04,maple-finance,77149277
2021-12-04,swarm-markets,987350
2021-12-04,truefi,303953974
2021-12-05,centrifuge,3131830
2021-12-05,goldfinch,4896276
2021-12-05,maple-finance,79672171
2021-12-05,swarm-markets,1006221
2021-12-05,truefi,304216991
2021-12-06,centrifuge,3193239
2021-12-06,goldfinch,4882781
2021-12-06,maple-finance,84721164
2021-12-06,swarm-markets,998492
2021-12-06,truefi,304294466
2021-12-07,centrifuge,3089772
2021-12-07,goldfinch,4888095
2021-12-07,maple-finance,75201727
2021-12-07,swarm-markets,1025501
2021-12-07,truefi,302375128
2021-12-08,centrifuge,3642981
2021-12-08,goldfinch,4831182
2021-12-08,maple-finance,48985073
2021-12-08,swarm-markets,1113835
2021-12-08,truefi,302326911
2021-12-09,centrifuge,3208315
2021-12-09,goldfinch,4802323
2021-12-09,maple-finance,49493010
2021-12-09,swarm-markets,924481
2021-12-09,truefi,301125613
2021-12-10,centrifuge,2519459
2021-12-10,goldfinch,4764166
2021-12-10,maple-finance,45784112
2021-12-10,swarm-markets,1006929
2021-12-10,truefi,300527091
2021-12-11,centrifuge,2530395
2021-12-11,goldfinch,4744216
2021-12-11,maple-finance,46060408
2021-12-11,swarm-markets,1001369
2021-12-11,truefi,301267687
2021-12-12,centrifuge,2528950
2021-12-12,goldfinch,5458106
2021-12-12,maple-finance,49090249
2021-12-12,swarm-markets,1015388
2021-12-12,truefi,306044216
2021-12-13,centrifuge,2534754
2021-12-13,goldfinch,5340498
2021-12-13,maple-finance,22453141
2021-12-13,swarm-markets,978073
2021-12-13,truefi,298738872
2021-12-14,centrifuge,2537599
2021-12-14,goldfinch,6781275
2021-12-14,maple-finance,22573323
2021-12-14,swarm-markets,992586
2021-12-14,truefi,299101441
2021-12-15,centrifuge,2393798
2021-12-15,goldfinch,7502398
2021-12-15,maple-finance,24654572
2021-12-15,swarm-markets,1014274
2021-12-15,truefi,298898486
2021-12-16,centrifuge,1997734
2021-12-16,goldfinch,7492448
2021-12-16,maple-finance,43556883
2021-12-16,swarm-markets,976210
2021-12-16,truefi,296359994
2021-12-17,centrifuge,1998175
2021-12-17,goldfinch,5982286
2021-12-17,maple-finance,46960969
2021-12-17,swarm-markets,960865
2021-12-17,truefi,297873756
2021-12-18,centrifuge,1998175
2021-12-18,goldfinch,6360840
2021-12-18,maple-finance,47279630
2021-12-18,swarm-markets,986721
2021-12-18,truefi,297997691
2021-12-19,centrifuge,1993137
2021-12-19,goldfinch,6036446
2021-12-19,maple-finance,47273334
2021-12-19,swarm-markets,995516
2021-12-19,truefi,297280175
2021-12-20,centrifuge,1997291
2021-12-20,goldfinch,1195819
2021-12-20,maple-finance,47781701
2021-12-20,swarm-markets,1048358
2021-12-20,truefi,300020741
2021-12-21,centrifuge,2580198
2021-12-21,goldfinch,1671744
2021-12-21,maple-finance,27898231
2021-12-21,swarm-markets,1035719
2021-12-21,truefi,297888521
2021-12-22,centrifuge,2490198
2021-12-22,goldfinch,2009302
2021-12-22,maple-finance,37470091
2021-12-22,swarm-markets,1030871
2021-12-22,truefi,297888521
2021-12-23,centrifuge,2163974
2021-12-23,goldfinch,2035400
2021-12-23,maple-finance,26377693
2021-12-23,swarm-markets,1009625
2021-12-23,truefi,297888521
2021-12-24,centrifuge,2163974
2021-12-24,goldfinch,2034951
2021-12-24,maple-finance,26375560
2021-12-24,swarm-markets,1011780
2021-12-24,truefi,308831815
2021-12-25,centrifuge,2163974
2021-12-25,goldfinch,2022268
2021-12-25,maple-finance,26380517
2021-12-25,swarm-markets,1005978
2021-12-25,truefi,308831815
2021-12-26,centrifuge,2163974
2021-12-26,goldfinch,2024604
2021-12-26,maple-finance,23298961
2021-12-26,swarm-markets,1016803
2021-12-26,truefi,293746815
2021-12-27,centrifuge,2161093
2021-12-27,goldfinch,1990067
2021-12-27,maple-finance,23296992
2021-12-27,swarm-markets,1026318
2021-12-27,truefi,293738962
2021-12-28,centrifuge,2667189
2021-12-28,goldfinch,1961557
2021-12-28,maple-finance,25296920
2021-12-28,swarm-markets,961850
2021-12-28,truefi,293639845
2021-12-29,centrifuge,1500925
2021-12-29,goldfinch,1934799
2021-12-29,maple-finance,30090540
2021-12-29,swarm-markets,732035
2021-12-29,truefi,293497479
2021-12-30,centrifuge,1497880
2021-12-30,goldfinch,1965047
2021-12-30,maple-finance,25073075
2021-12-30,swarm-markets,778235
2021-12-30,truefi,293693166
2021-12-31,centrifuge,1522469
2021-12-31,goldfinch,1955337
2021-12-31,maple-finance,25699403
2021-12-31,swarm-markets,678886
2021-12-31,truefi,293784092
2022-01-01,centrifuge,1609714
2022-01-01,goldfinch,1939700
2022-01-01,maple-finance,25664329
2022-01-01,swarm-markets,675243
2022-01-01,truefi,296013267
2022-01-02,centrifuge,1469212
2022-01-02,goldfinch,1928594
2022-01-02,maple-finance,25863826
2022-01-02,swarm-markets,683668
2022-01-02,truefi,294120107
2022-01-03,centrifuge,1516536
2022-01-03,goldfinch,1937888
2022-01-03,maple-finance,26884427
2022-01-03,swarm-markets,592293
2022-01-03,truefi,282115357
2022-01-04,centrifuge,1975151
2022-01-04,goldfinch,1947880
2022-01-04,maple-finance,26795116
2022-01-04,swarm-markets,722409
2022-01-04,truefi,282081192
2022-01-05,centrifuge,2002038
2022-01-05,goldfinch,1996775
2022-01-05,maple-finance,27062049
2022-01-05,swarm-markets,652639
2022-01-05,truefi,227947180
2022-01-06,centrifuge,1899702
2022-01-06,goldfinch,7215491
2022-01-06,maple-finance,26045359
2022-01-06,swarm-markets,644440
2022-01-06,truefi,227747423
2022-01-07,centrifuge,1660763
2022-01-07,goldfinch,7223258
2022-01-07,maple-finance,27606678
2022-01-07,swarm-markets,603852
2022-01-07,truefi,383455173
2022-01-08,centrifuge,1718147
2022-01-08,goldfinch,7580465
2022-01-08,maple-finance,27430902
2022-01-08,swarm-markets,632236
2022-01-08,truefi,385111429
2022-01-09,centrifuge,2008419
2022-01-09,goldfinch,7556136
2022-01-09,maple-finance,24610161
2022-01-09,swarm-markets,539540
2022-01-09,truefi,384669207
2022-01-10,centrifuge,2004416
2022-01-10,goldfinch,7586734
2022-01-10,maple-finance,24862706
2022-01-10,swarm-markets,592760
2022-01-10,truefi,385137177
2022-01-11,centrifuge,4080958
2022-01-11,goldfinch,8925395
2022-01-11,maple-finance,23595380
2022-01-11,swarm-markets,620070
2022-01-11,truefi,385130319
2022-01-12,centrifuge,2687593
2022-01-12,goldfinch,17853101
2022-01-12,maple-finance,27968055
2022-01-12,swarm-markets,764925
2022-01-12,truefi,385498855
2022-01-13,centrifuge,3516349
2022-01-13,goldfinch,22178445
2022-01-13,maple-finance,36357034
2022-01-13,swarm-markets,753933
2022-01-13,truefi,379567855
2022-01-14,centrifuge,1512484
2022-01-14,goldfinch,23065109
2022-01-14,maple-finance,37629074
2022-01-14,swarm-markets,748420
2022-01-14,truefi,379307287
2022-01-15,centrifuge,1520837
2022-01-15,goldfinch,23762019
2022-01-15,maple-finance,38525022
2022-01-15,swarm-markets,689349
2022-01-15,truefi,379286936
2022-01-16,centrifuge,1517070
2022-01-16,goldfinch,29379295
2022-01-16,maple-finance,35483418
2022-01-16,swarm-markets,715484
2022-01-16,truefi,379521915
2022-01-17,centrifuge,1587915
2022-01-17,goldfinch,29816315
2022-01-17,maple-finance,22240346
2022-01-17,swarm-markets,732121
2022-01-17,truefi,376660019
2022-01-18,centrifuge,1445395
2022-01-18,goldfinch,30022596
2022-01-18,maple-finance,22257034
2022-01-18,swarm-markets,721214
2022-01-18,truefi,145959947
2022-01-19,centrifuge,1595803
2022-01-19,goldfinch,30243122
2022-01-19,maple-finance,22682341
2022-01-19,swarm-markets,593799
2022-01-19,truefi,152874101
2022-01-20,centrifuge,1339656
2022-01-20,goldfinch,30116782
2022-01-20,maple-finance,27448646
2022-01-20,swarm-markets,642822
2022-01-20,truefi,154278367
2022-01-21,centrifuge,1076506
2022-01-21,goldfinch,28608187
2022-01-21,maple-finance,33489049
2022-01-21,swarm-markets,627654
2022-01-21,truefi,133574723
2022-01-22,centrifuge,1097130
2022-01-22,goldfinch,28209345
2022-01-22,maple-finance,33523834
2022-01-22,swarm-markets,647421
2022-01-22,truefi,133145434
2022-01-23,centrifuge,1086664
2022-01-23,goldfinch,29749025
2022-01-23,maple-finance,33656741
2022-01-23,swarm-markets,615361
2022-01-23,truefi,183760255
2022-01-24,centrifuge,1615550
2022-01-24,goldfinch,30889997
2022-01-24,maple-finance,23996761
2022-01-24,swarm-markets,598252
2022-01-24,truefi,171696588
2022-01-25,centrifuge,572829
2022-01-25,goldfinch,31400323
2022-01-25,maple-finance,24691295
2022-01-25,swarm-markets,604211
2022-01-25,truefi,191107680
2022-01-26,centrifuge,565640
2022-01-26,goldfinch,32157155
2022-01-26,maple-finance,24455693
2022-01-26,swarm-markets,634163
2022-01-26,truefi,74952887
2022-01-27,centrifuge,565640
2022-01-27,goldfinch,33940247
2022-01-27,maple-finance,40353818
2022-01-27,swarm-markets,578911
2022-01-27,truefi,155183062
2022-01-28,centrifuge,565640
2022-01-28,goldfinch,33808618
2022-01-28,maple-finance,51392416
2022-01-28,swarm-markets,718318
2022-01-28,truefi,190945821
2022-01-29,centrifuge,565639
2022-01-29,goldfinch,34283595
2022-01-29,maple-finance,55992791
2022-01-29,swarm-markets,561559
2022-01-29,truefi,191675735
2022-01-30,centrifuge,565640
2022-01-30,goldfinch,36793208
2022-01-30,maple-finance,55840712
2022-01-30,swarm-markets,562425
2022-01-30,truefi,196860209
2022-01-31,centrifuge,565640
2022-01-31,goldfinch,49124778
2022-01-31,maple-finance,35014318
2022-01-31,swarm-markets,543554
2022-01-31,truefi,198744903
2022-02-01,centrifuge,565640
2022-02-01,goldfinch,49340994
2022-02-01,maple-finance,35777226
2022-02-01,swarm-markets,502269
2022-02-01,truefi,200084535
2022-02-02,centrifuge,565640
2022-02-02,goldfinch,49331099
2022-02-02,maple-finance,36683446
2022-02-02,swarm-markets,515599
2022-02-02,truefi,202589044
2022-02-03,centrifuge,565640
2022-02-03,goldfinch,49109701
2022-02-03,maple-finance,41477546
2022-02-03,truefi,199757359
2022-02-04,centrifuge,545477
2022-02-04,goldfinch,49628596
2022-02-04,maple-finance,42560883
2022-02-04,swarm-markets,593999
2022-02-04,truefi,230796661
2022-02-05,centrifuge,648391
2022-02-05,goldfinch,48783833
2022-02-05,maple-finance,38617832
2022-02-05,swarm-markets,619301
2022-02-05,truefi,219230151
2022-02-06,centrifuge,648391
2022-02-06,goldfinch,48829839
2022-02-06,maple-finance,44350932
2022-02-06,swarm-markets,583458
2022-02-06,truefi,223255927
2022-02-07,centrifuge,648391
2022-02-07,goldfinch,48772958
2022-02-07,maple-finance,49846862
2022-02-07,swarm-markets,564576
2022-02-07,truefi,225319822
2022-02-08,centrifuge,690238
2022-02-08,goldfinch,49594023
2022-02-08,maple-finance,36469162
2022-02-08,swarm-markets,281878
2022-02-08,truefi,229671569
2022-02-09,centrifuge,949637
2022-02-09,goldfinch,49541952
2022-02-09,maple-finance,30632734
2022-02-09,swarm-markets,487932
2022-02-09,truefi,229684817
2022-02-10,centrifuge,1489303
2022-02-10,goldfinch,49722357
2022-02-10,maple-finance,32635610
2022-02-10,swarm-markets,559410
2022-02-10,truefi,284561821
2022-02-11,centrifuge,1981924
2022-02-11,goldfinch,50562949
2022-02-11,maple-finance,30885887
2022-02-11,swarm-markets,463447
2022-02-11,truefi,117748723
2022-02-12,centrifuge,1998472
2022-02-12,goldfinch,50690755
2022-02-12,maple-finance,34252894
2022-02-12,swarm-markets,472556
2022-02-12,truefi,117674247
2022-02-13,centrifuge,2000470
2022-02-13,goldfinch,50076234
2022-02-13,maple-finance,39549206
2022-02-13,swarm-markets,530871
2022-02-13,truefi,118021970
2022-02-14,centrifuge,1203355
2022-02-14,goldfinch,50815068
2022-02-14,maple-finance,48900987
2022-02-14,swarm-markets,507165
2022-02-14,truefi,129204282
2022-02-15,centrifuge,1203355
2022-02-15,goldfinch,50793630
2022-02-15,maple-finance,26868302
2022-02-15,swarm-markets,573908
2022-02-15,truefi,131802714
2022-02-16,centrifuge,1204557
2022-02-16,goldfinch,50963836
2022-02-16,maple-finance,77660033
2022-02-16,swarm-markets,616690
2022-02-16,truefi,129271916
2022-02-17,centrifuge,1201591
2022-02-17,goldfinch,50989739
2022-02-17,maple-finance,108004061
2022-02-17,swarm-markets,485611
2022-02-17,truefi,134319608
2022-02-18,centrifuge,1177926
2022-02-18,goldfinch,51583850
2022-02-18,maple-finance,71147676
2022-02-18,swarm-markets,486388
2022-02-18,truefi,134416636
2022-02-19,centrifuge,1167846
2022-02-19,goldfinch,52247094
2022-02-19,maple-finance,43267627
2022-02-19,swarm-markets,489894
2022-02-19,truefi,52166106
2022-02-20,centrifuge,1165515
2022-02-20,goldfinch,53474594
2022-02-20,maple-finance,53854370
2022-02-20,swarm-markets,458392
2022-02-20,truefi,52562368
2022-02-21,centrifuge,1269626
2022-02-21,goldfinch,21153178
2022-02-21,maple-finance,70745232
2022-02-21,swarm-markets,484331
2022-02-21,truefi,32451031
2022-02-22,centrifuge,1431577
2022-02-22,goldfinch,22371383
2022-02-22,maple-finance,79208494
2022-02-22,swarm-markets,486830
2022-02-22,truefi,38432446
2022-02-23,centrifuge,2767020
2022-02-23,goldfinch,22665444
2022-02-23,maple-finance,79634225
2022-02-23,swarm-markets,463594
2022-02-23,truefi,40814847
2022-02-24,centrifuge,2566788
2022-02-24,goldfinch,21510363
2022-02-24,maple-finance,73970054
2022-02-24,swarm-markets,519870
2022-02-24,truefi,41827239
2022-02-25,centrifuge,1838974
2022-02-25,goldfinch,12358813
